IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Allotment,SUPA,PT Super Bank Indonesia Tbk,Financials,Banks,,635.0,,,,,,,,,Perbankan,"Revenue Tower, Lantai 28-29 SCBD, Lot 13 District 8 Jl. Jenderal Sudirman Kav. 52-53",https://www.superbank.id,4406612300,13.0,CC - MANDIRI SEKURITAS,"CC,LG,DX,BQ,AZ,KZ",2025-11-25,2025-12-01,525,695,2025-12-10,2025-12-15,2025-12-15,2025-12-16,2025-12-17,0.0,
Closed,RLCO,PT Abadi Lestari Indonesia Tbk,Consumer Non-Cyclicals,Processed Foods,,168.0,0.34523809523809523,0.24778761061946902,0.24822695035460993,0.25,0.25,0.24545454545454545,,3.0773809523809526,"Pengolahan dan pencucian sarang burung walet, serta perdagangan produk-produk kesehatan","Jl. Raya Bojonegoro – Babat Desa Balenrejo, Kecamatan Balen Kabupaten Bojonegoro, Jawa Timur 62182",https://realco-ali.com/,625000000,20.0,IF - SAMUEL SEKURITAS INDONESIA,IF,2025-11-24,2025-11-26,150,168,2025-12-02,2025-12-04,2025-12-04,2025-12-05,2025-12-08,0.0,
Closed,PJHB,PT Pelayaran Jaya Hidup Baru Tbk.,Transportation & Logistic,Logistics & Deliveries,,330.0,0.24848484848484848,0.25,0.24271844660194175,0.25,0.25,-0.11,-0.033707865168539325,0.6060606060606061,Angkutan Laut Perairan Pelabuhan Dalam Negeri untuk Barang berupa Alat Berat dan Kontainer,"Jl. Panglima Batur No. 36, Pelabuhan, Kec. Samarinda Kota, Kota Samarinda, Prov. Kalimantan Timur, Kode Pos: 75112",https://www.pelayaranjayahidupbaru.com,480000000,25.0,PO - PILARMAS INVESTINDO SEKURITAS,PO,2025-10-22,2025-10-27,310,330,2025-10-31,2025-11-04,2025-11-04,2025-11-05,2025-11-06,0.5,330.0
Closed,EMAS,PT Merdeka Gold Resources Tbk,Basic Materials,Diversified Metals & Minerals,,2880.0,0.25,0.011111111111111112,-0.09340659340659341,0.01818181818181818,0.08333333333333333,0.0,0.0989010989010989,0.953125,"Bidang pertambangan emas dan mineral pengikutnya, pengolahan dan kegiatan usaha terkait lainnya","Treasury Tower, Lantai 67, District 8, SCBD Lot. 28 Jl. Jend. Sudirman Kav. 52-53, Senayan, Kebayoran Baru Jakarta Selatan 12190, Indonesia",https://merdekagoldresources.com/,1618023300,10.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,"LG,AI,DH,PD,PP,TP,YO",2025-09-08,2025-09-10,1800,3020,2025-09-17,2025-09-19,2025-09-19,2025-09-22,2025-09-23,0.0,
Closed,CHEK,PT Diastika Biotekindo Tbk,Healthcare,Healthcare Equipment,,128.0,0.34375,0.1511627906976744,-0.025252525252525252,-0.04145077720207254,0.016216216216216217,0.03723404255319149,0.010256410256410256,0.328125,Distributor Alat Kesehatan,"Kawasan Industri Pulogadung, Jl. Rawagelam V, Blok L, No Kav 11-13, Kel. Jatinegara Kec. Cakung Jakarta Timur, Jakarta",https://diastika.co.id/,815000000,20.04,YJ - LOTUS ANDALAN SEKURITAS,YJ,2025-06-23,2025-06-25,120,140,2025-07-02,2025-07-08,2025-07-08,2025-07-09,2025-07-10,0.0,
Closed,MERI,PT Merry Riana Edukasi Tbk,Consumer Cyclicals,Education Services,,128.0,0.34375,0.3488372093023256,0.25,0.2482758620689655,0.24861878453038674,0.25,-0.14690265486725665,0.34375,Pendidikan sebagai Lembaga Kursus dan Pelatihan,"Soho Capital lantai 42 unit 4201-4203, Podomoro City, Jl S Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat – 11470",http://merryrianaeducation.com,235132500,22.72,YJ - LOTUS ANDALAN SEKURITAS,YJ,2025-06-24,2025-06-26,110,150,2025-07-02,2025-07-08,2025-07-08,2025-07-09,2025-07-10,0.0,
Closed,BLOG,PT Trimitra Trans Persada Tbk,Transportation & Logistic,Logistics & Deliveries,,250.0,0.248,0.25,0.24615384615384617,0.2448559670781893,0.24793388429752067,0.06622516556291391,-0.10559006211180125,0.784,Logistik terintegrasi yang terdiri atas jasa pengangkutan dan pergudangan (melalui Entitas Anak),,https://b-log.co.id/id/home-id/,563247900,16.67,SQ - BCA SEKURITAS,SQ,2025-06-23,2025-06-25,240,270,2025-07-02,2025-07-08,2025-07-08,2025-07-09,2025-07-10,0.0,
Closed,CDIA,PT Chandra Daya Investasi Tbk,Infrastructures,Electric Utilities,,190.0,0.3473684210526316,0.25,0.25,0.25,0.25,0.248,0.25,8.763157894736842,Aktivitas Perusahaan Holding dan Konsultasi Manajemen Lainnya,"Wisma Barito Pacific Tower A, Lantai 5 Jl. Let. Jend. S. Parman Kav. 62 - 63 Jakarta Barat 11410, Indonesia",http://www.chandradaya-investasi.com,12482937500,10.0,HP - HENAN PUTIHRAI SEKURITAS,"HP,DP,LG,NI,SQ,TP",2025-06-19,2025-06-24,170,190,2025-07-02,2025-07-07,2025-07-07,2025-07-08,2025-07-09,0.0,
Closed,PMUI,PT Prima Multi Usaha Indonesia Tbk,Consumer Cyclicals,Consumer Distributors,,180.0,-0.15,-0.1437908496732026,0.1297709923664122,-0.12837837837837837,0.007751937984496124,-0.015384615384615385,-0.03125,-0.25555555555555554,Perdagangan Besar Telekomunikasi dan Aktivitas Konsultasi Manajemen,"Gedung Grha Prima Indonesia, Jl. Tuparev No. 87 A. Kabupaten Cirebon, Jawa Barat - 45113, Indonesia",https://www.pmui.co.id,1160000000,20.0,BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,BQ,2025-06-24,2025-06-26,160,180,2025-07-02,2025-07-08,2025-07-08,2025-07-09,2025-07-10,0.0,
Closed,COIN,PT Indokripto Koin Semesta Tbk,Financials,Financial Holdings,,100.0,0.35,0.34814814814814815,0.34065934065934067,0.2459016393442623,0.25,0.24736842105263157,0.24472573839662448,38.4,Holding serta Bursa Berjangka & Aset Kripto dan Jasa Kustodian Aset Kripto melalui Perusahaan Anak,"CFX Tower Lantai 8, Jalan Jenderal Gatot Subroto Kav. 35-36, Kuningan Timur, Setiabudi, Jakarta Selatan, Indonesia 12950",https://indokriptokoinsemesta.co.id,2205882400,15.0,KI - CIPTADANA SEKURITAS ASIA,KI,2025-06-23,2025-06-25,100,105,2025-07-02,2025-07-07,2025-07-07,2025-07-08,2025-07-09,0.0,
Closed,PSAT,PT Pancaran Samudera Transport Tbk,Transportation & Logistic,Passenger Marine Transportation,,900.0,0.25,0.24888888888888888,0.2491103202846975,0.24786324786324787,0.2465753424657534,-0.03296703296703297,-0.07575757575757576,0.39444444444444443,Bidang Angkutan Laut Dalam Negeri untuk Barang Umum dan Barang Khusus dan Perusahaan Holding,,https://www.pancaran-samudera.co.id,222353000,15.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,"LG,SQ",2025-06-23,2025-06-25,850,900,2025-07-02,2025-07-04,2025-07-04,2025-07-07,2025-07-08,0.0,
Closed,ASPR,PT Asia Pramulia Tbk,Basic Materials,Containers & Packaging,,124.0,0.3225806451612903,-0.14634146341463414,-0.15,-0.05042016806722689,-0.035398230088495575,-0.05504587155963303,0.04854368932038835,-0.21774193548387097,Industri Barang dari Plastik untuk Pengemasan,"Jl. Raya Kedung Asem No.9, Kedung Baruk, Kec. Rungkut, Surabaya, Jawa Timur 60298",http://www.asiapramulia.com/,812000000,29.94,XA - NH KORINDO SEKURITAS INDONESIA,"XA,PG",2025-06-23,2025-06-25,118,124,2025-07-02,2025-07-04,2025-07-04,2025-07-07,2025-07-08,0.0,
Closed,DKHH,PT Cipta Sarana Medika Tbk,Healthcare,Healthcare Providers,Pengembangan,132.0,0.3484848484848485,-0.14606741573033707,-0.14473684210526316,-0.14615384615384616,-0.14414414414414414,-0.08421052631578947,-0.14942528735632185,-0.3560606060606061,Rumah Sakit Swasta,"Jl Siliwangi No. 139, Cibadak, Kec Cibadak, Kabupaten Sukabumi, Jawa Barat 43351",https://www.dkhhospitals.com,530000000,20.78,EP - MNC SEKURITAS,EP,2025-04-24,2025-04-28,100,132,2025-05-02,2025-05-06,2025-05-06,2025-05-07,2025-05-08,0.5,155.0
Closed,FORE,PT Fore Kopi Indonesia Tbk,Consumer Non-Cyclicals,Soft Drinks,Pengembangan,188.0,0.3404255319148936,0.24603174603174602,0.2484076433121019,0.04591836734693878,-0.0975609756097561,-0.043243243243243246,0.03954802259887006,1.872340425531915,Bisnis Kedai Kopi,,https://www.fore.coffee,1880000000,21.08,HP - HENAN PUTIHRAI SEKURITAS,"HP,CC",2025-03-19,2025-03-21,160,202,2025-04-08,2025-04-10,2025-04-10,2025-04-11,2025-04-14,0.0,
Closed,MDLA,PT Medela Potentia Tbk,Healthcare,Pharmaceuticals,Utama,188.0,-0.005319148936170213,0.0053475935828877,0.0,0.0,0.0,0.0,0.005319148936170213,0.4574468085106383,Perusahaan induk atas grup usaha yang bergerak di sektor kesehatan,"Jl. RS. Fatmawati Kav. 33, Cilandak Barat, Jakarta Selatan 12420, DKI Jakarta.",https://www.medela-potentia.com,3500000000,25.0,CC - MANDIRI SEKURITAS,"CC,PD",2025-03-11,2025-03-17,180,230,2025-03-27,2025-04-11,2025-04-11,2025-04-14,2025-04-15,0.0,
Closed,YUPI,PT Yupi Indo Jelly Gum Tbk,Consumer Non-Cyclicals,Processed Foods,Utama,2390.0,0.0,-0.0041841004184100415,0.004201680672268907,-0.13389121338912133,-0.1497584541062802,-0.09943181818181818,-0.056782334384858045,-0.3263598326359833,Industri Kembang Gula,"Jl. Pancasila IV, Desa Cicadas, Kecamatan Gunung Putri, Kabupaten Bogor, 16964, Jawa Barat, Indonesia",https://www.yupi.co.id,854448900,10.0,CC - MANDIRI SEKURITAS,"CC,TP,C3",2025-03-06,2025-03-10,2100,2500,2025-03-19,2025-03-21,2025-03-21,2025-03-24,2025-03-25,0.0,
Closed,KAQI,PT Jantra Grupo Indonesia Tbk,Consumer Cyclicals,Auto Parts & Equipment,Pengembangan,118.0,-0.1016949152542373,-0.3113207547169811,0.0273972602739726,-0.08,-0.08695652173913043,-0.07936507936507936,-0.06896551724137931,-0.4152542372881356,"Bergerak dalam bidang usaha perawatan, perbaikan, dan perdagangan suku cadang dan aksesori kaki-kaki","Jalan Raya Cirendeu No. 9, Pisangan Kecamatan Ciputat Timur Kota Tangerang Selatan, Banten 15419",https://www.jantragrupoindonesia.com/,450000000,21.68,DR - RHB SEKURITAS INDONESIA,DR,2025-02-24,2025-02-26,100,120,2025-03-04,2025-03-06,2025-03-06,2025-03-07,2025-03-10,0.0,
Closed,MINE,PT Sinar Terang Mandiri Tbk,Basic Materials,Diversified Metals & Minerals,Utama,216.0,0.25,0.24444444444444444,0.25,0.25,-0.07047619047619047,-0.0942622950819672,0.15384615384615385,1.1203703703703705,Aktivitas Penunjang Pertambangan dan Penggalian Lainnya,"Treasury Tower, Lantai 5 Unit G, District 8 SCBD Lot 28 Jl. Jend. Sudirman Kav. 52-53, Kecamatan Kebayoran Baru Jakarta Selatan 12190",https://www.sinarterangmandiri.com,612665300,15.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG,2025-02-25,2025-02-27,200,216,2025-03-04,2025-03-06,2025-03-06,2025-03-07,2025-03-10,0.0,
Closed,OBAT,PT Brigit Biofarmaka Teknologi Tbk,Healthcare,Pharmaceuticals,Pengembangan,350.0,0.24571428571428572,-0.07339449541284404,0.08415841584158416,0.15296803652968036,0.1782178217821782,0.0,0.09243697478991597,0.17714285714285713,"Maklon Herbal, Kosmetik, dan Minuman Fungsional dan Botanikal.",,https://brigit.co.id/,170000000,28.33,AD - OSO SEKURITAS INDONESIA,AD,2024-12-18,2024-12-23,330,350,2025-01-03,2025-01-09,2025-01-09,2025-01-10,2025-01-13,0.5,350.0
Closed,CBDK,PT Bangun Kosambi Sukses Tbk,Properties & Real Estate,Real Estate Development & Management,Utama,4060.0,0.25,0.19704433497536947,0.19753086419753085,0.19931271477663232,0.1977077363896848,0.0,-0.045454545454545456,1.1736453201970443,Bergerak dalam bidang Real Estat dan Aktivitas Perusahaan Holding,"Jl. Inspeksi PIK 2, Terusan Jalan Perancis No.5 Tangerang 15211, Indonesia",http://www.cbdpik2.com/,566894500,10.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG,2024-12-13,2024-12-20,3000,4060,2025-01-03,2025-01-09,2025-01-09,2025-01-10,2025-01-13,0.0,
Closed,DGWG,PT Delta Giri Wacana Tbk,Basic Materials,Agricultural Chemicals,Utama,230.0,0.24347826086956523,0.0979020979020979,-0.03184713375796178,-0.07236842105263158,0.028368794326241134,-0.013793103448275862,-0.02097902097902098,0.6347826086956522,Perdagangan Besar Pupuk dan Produk Agrokimia,"Gedung DGW Group Jl. Agung Karya VI, Kav. A, No.7, Kelurahan Papanggo, Kecamatan Tanjung Priok, Kota Administrasi Jakarta Utara 14340, Provinsi DKI Jakarta",https://www.dgw.co.id/,882353000,15.0,OD - BRI DANAREKSA SEKURITAS,"OD,AH,IF",2024-12-02,2024-12-20,230,620,2025-01-03,2025-01-09,2025-01-09,2025-01-10,2025-01-13,0.0,
Closed,HGII,PT Hero Global Investment Tbk,Infrastructures,Electric Utilities,Pengembangan,200.0,0.06,-0.08490566037735849,0.005154639175257732,0.05641025641025641,-0.05339805825242718,-0.010256410256410256,0.0051813471502590676,-0.24,Bergerak dalam bidang aktivitas perusahaan holding di bidang energi baru terbarukan,"Jl. Setiabudi Tengah No. 22 Kuningan, Setiabudi, Jakarta Selatan 12910, DKI Jakarta, Indonesia Tel. (+62 21) 522 7533 Fax. (+62 21) 525 0019",https://www.heroglobalinvestment.com,1300000000,20.0,TP - OCBC SEKURITAS INDONESIA,"TP,AI",2024-12-18,2024-12-23,200,230,2025-01-03,2025-01-07,2025-01-07,2025-01-08,2025-01-09,0.0,
Closed,RATU,PT Raharja Energi Cepu Tbk,Energy,Oil & Gas Production & Refinery,Pengembangan,1150.0,0.24782608695652175,0.24738675958188153,0.24581005586592178,0.24663677130044842,0.24820143884892087,0.2478386167146974,0.2471131639722864,8.630434782608695,Aktivitas Perusahaan Holding,"Office Park Thamrin Residence A01-05 Jl. Thamrin Boulevard, Kebon Melati, Kec. Tanah Abang Jakarta Pusat, DKI Jakarta Indonesia - 10230",https://rec.co.id,543010800,20.0,HP - HENAN PUTIHRAI SEKURITAS,"HP,AZ",2024-12-17,2024-12-23,900,1150,2025-01-02,2025-01-06,2025-01-06,2025-01-07,2025-01-08,0.0,
Closed,YOII,PT Asuransi Digital Bersama Tbk,Financials,General Insurance,Pengembangan,100.0,0.35,-0.2222222222222222,0.0,-0.009523809523809525,0.04807692307692308,-0.06422018348623854,-0.06862745098039216,-0.02,Asuransi Umum,Gedung Tamansari Parama Lt. 9 Jl. Wahid Hasyim Kav. 84‐88 Jakarta 10340,https://adbinsure.com/,412087500,12.03,LS - RELIANCE SEKURITAS INDONESIA TBK.,LS,2024-12-10,2024-12-18,100,110,2025-01-02,2025-01-06,2025-01-06,2025-01-07,2025-01-08,0.0,
Closed,BRRC,PT Raja Roti Cemerlang Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,210.0,0.24761904761904763,-0.04580152671755725,0.176,-0.23809523809523808,-0.25,-0.34523809523809523,-0.3181818181818182,-0.36666666666666664,Produksi tepung roti (breadcrumbs),"Kampung Pulo Kendal RT002/RW003, Kel. Setia Asih, Kec. Tarumajaya, Kab. Bekasi, Provinsi Jawa Barat 17215 Telepon: 021-29084611",https://www.rajaroticemerlang.com,291500000,30.01,XA - NH KORINDO SEKURITAS INDONESIA,XA,2024-12-18,2024-12-20,200,210,2025-01-03,2025-01-07,2025-01-07,2025-01-08,2025-01-09,0.5,210.0
Closed,KSIX,PT Kentanix Supra International Tbk,Properties & Real Estate,Real Estate Development & Management,Pengembangan,452.0,0.25,-0.24955752212389382,-0.23113207547169812,0.0,-0.04294478527607362,-0.07051282051282051,0.10344827586206896,-0.10176991150442478,Bergerak dalam bidang pembangunan kawasan perumahan (real estate),"Plaza Property, Komplek Pertokoan Pulomas Blok VIII No. 1 Jl. Perintis Kemerdekaan, Desa/Kelurahan Pulo Gadung, Kec. Pulogadung, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, Kode Pos: 13260",https://www.kentanix.com,320674800,15.0,AI - UOB KAY HIAN SEKURITAS,AI,2024-12-13,2024-12-20,312,468,2025-01-02,2025-01-06,2025-01-06,2025-01-07,2025-01-08,0.0,
Closed,MDIY,PT Daya Intiguna Yasa Tbk,Consumer Non-Cyclicals,Household Products,Utama,1650.0,0.024242424242424242,0.005917159763313609,0.0058823529411764705,0.02631578947368421,0.019943019943019943,-0.00558659217877095,-0.028089887640449437,-0.38484848484848483,"Perdagangan eceran alat-alat rumah tangga, dan lainnya","Gedung AIA, Lantai 30, Jl. Jenderal Sudirman Kav. 48A , Jakarta Selatan, 12930",http://corporate-id.mrdiy.com,2519039400,10.0,CC - MANDIRI SEKURITAS,"CC,C3",2024-11-25,2024-12-03,1650,1870,2024-12-13,2024-12-17,2024-12-17,2024-12-18,2024-12-19,0.0,
Closed,AADI,PT Adaro Andalan Indonesia Tbk,Energy,Coal Production,Utama,5550.0,0.1981981981981982,0.19924812030075187,0.1974921630094044,0.07591623036649214,-0.06569343065693431,-0.041666666666666664,0.0,0.27927927927927926,Perusahaan holding dibidang pertambangan batubara dan kegiatan usaha lainnya melalui Perusahaan Anak,"Cyber 2 Tower Lantai 26 Jl. H.R. Rasuna Said Blok X-5, No.13 Jakarta 12950 - Indonesia",https://www.adaroindonesia.com,778689200,10.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG,2024-11-12,2024-11-18,4590,5900,2024-11-29,2024-12-03,2024-12-03,2024-12-04,2024-12-05,0.0,
Closed,DAAZ,PT Daaz Bara Lestari Tbk,Basic Materials,Diversified Metals & Minerals,Utama,880.0,0.25,0.25,0.24727272727272728,0.2478134110787172,0.24766355140186916,0.24719101123595505,0.24624624624624625,1.5340909090909092,"Perdagangan besar logam dan bijih logam, dan aktivitas perusahaan holding","Gedung Office 8, SCBD Lot 28, Lantai 21 Unit E dan F, Jl. Senopati No. 8B, Desa/Kelurahan Senayan, Kec. Kebayoran Baru, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12190.",https://www.daaz-group.com,300000000,15.02,HP - HENAN PUTIHRAI SEKURITAS,"HP,YU",2024-10-11,2024-10-18,835,900,2024-11-01,2024-11-07,2024-11-07,2024-11-08,2024-11-11,0.0,
Closed,NAIK,PT Adiwarna Anugerah Abadi Tbk,Industrials,Diversified Industrial Trading,Pengembangan,107.0,0.34579439252336447,0.3472222222222222,0.3402061855670103,0.0,0.015384615384615385,-0.1590909090909091,0.02702702702702703,0.11214953271028037,Bergerak dalam bidang Perdagangan Sistem Proteksi Kebakaran dan Jasa Sistem Proteksi Kebakaran,"Perkantoran Mutiara Taman Palem No. 53 Cengkareng Timur, Kec. Cengkareng, Kota Adm. Jakarta Barat, Prov. DKI Jakarta 11730, Indonesia.",https://www.adiwarna.co.id/,750000000,23.08,EP - MNC SEKURITAS,EP,2024-10-22,2024-10-24,100,107,2024-11-07,2024-11-11,2024-11-11,2024-11-12,2024-11-13,0.5,135.0
Closed,BOAT,PT NEWPORT MARINE SERVICES TBK,Energy,"Oil, Gas & Coal Equipment & Services",Pengembangan,100.0,0.35,0.06666666666666667,-0.09027777777777778,0.05343511450381679,-0.036231884057971016,0.15789473684210525,0.33766233766233766,1.04,Sewa dan Menyewa Kapal Untuk Menunjang Kegiatan Lepas Pantai,"Thamrin Residences - Office Park Unit C18 Thamrin Boulevard (Kebon Kacang Raya) Jakarta Pusat, 10230 Telepon +6221 23579928 Fax +6221 23579927",https://nms-ina.com/,1000480000,28.57,OD - BRI DANAREKSA SEKURITAS,OD,2024-10-21,2024-10-25,100,120,2024-11-04,2024-11-08,2024-11-08,2024-11-11,2024-11-12,0.0,
Closed,PTMR,PT Master Print Tbk,Basic Materials,Containers & Packaging,Pengembangan,128.0,0.0703125,-0.0364963503649635,0.0,-0.007575757575757576,-0.007633587786259542,0.0,0.0,1.921875,Bergerak dalam bidang perdagangan sebagai distributor resmi dan penyewaan barang-barang industri pen,,"https://www,masterprint,co,id",435000000,22.81,RG - PROFINDO SEKURITAS INDONESIA,RG,2024-09-20,2024-09-24,125,135,2024-10-02,2024-10-04,2024-10-04,2024-10-07,2024-10-08,0.0,
Closed,VERN,PT Verona Indah Pictures Tbk,Consumer Cyclicals,Entertainment & Movie Production,Pengembangan,195.0,0.02564102564102564,-0.03,0.07216494845360824,-0.038461538461538464,0.01,-0.019801980198019802,-0.010101010101010102,-0.3076923076923077,"Aktivitas Produksi, Pasca Produksi, serta Distribusi Film, Video, dan Program Televisi oleh Swasta","Graha Arteri Mas , Jalan Panjang No,68, Kav,38-39, Kel, Kedoya Selatan, Kec, Kebon Jeruk, Jakarta Barat, DKI Jakarta","https://www,veronapictures,co,id/",1121650000,23.54,AI - UOB KAY HIAN SEKURITAS,AI,2024-09-18,2024-09-25,190,195,2024-10-02,2024-10-04,2024-10-04,2024-10-07,2024-10-08,0.5,216.0
Postpone,GWAA,PT Golden Westindo Artajaya Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pengembangan,,,,,,,,,,"Perdagangan Pakan Pembenihan Udang dan Ikan, Pakan Ikan Hias, Peralatan Akuarium dan Pakan Beku Ikan","Puri Indah Financial Tower Lt, 20 Unit 09 – 11 Jl, Puri Lingkar Dalam Blok T,8 RT 001/RW 002, Kembangan Selatan Kec, Kembangan, Kota Jakarta Barat DKI Jakarta 11610","https://www,goldenwestindo,com/",685714300,30.0,AH - SHINHAN SEKURITAS INDONESIA,AH,2024-09-10,2024-09-18,100,120,,,,2024-09-11,2024-09-12,0.0,
Closed,NEST,PT Esta Indonesia Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",Pengembangan,200.0,0.35,0.007407407407407408,0.07352941176470588,-0.0547945205479452,-0.050724637681159424,0.0916030534351145,-0.04195804195804196,0.86,Bergerak dalam bidang Pembibitan dan Budidaya Burung Walet dan Perdagangan Besar Sarang Burung Walet,"Terboyo Industri II/2, Terboyo Megah Industri, Semarang 50112 - Indonesia","https://www,estaindonesia,co,id",822500000,20.0,HD - KGI SEKURITAS INDONESIA,HD,2024-07-22,2024-07-24,160,200,2024-08-01,2024-08-06,2024-08-06,2024-08-07,2024-08-08,0.0,
Closed,DOSS,PT Global Sukses Digital Tbk,Consumer Cyclicals,Electronics Retail,Pengembangan,135.0,0.34814814814814815,0.34065934065934067,0.040983606557377046,-0.05511811023622047,-0.025,-0.017094017094017096,-0.008695652173913044,0.8222222222222222,Perdagangan Eceran Alat Fotografi dan Perlengkapannya,"Jl, Tebah No, 4,, Kel, Gunung, Kec, Kebayoran Baru, Jakarta Selatan","https://www,globalsuksesdigital,com",450000000,26.09,IF - SAMUEL SEKURITAS INDONESIA,IF,2024-07-22,2024-07-26,130,135,2024-08-01,2024-08-05,2024-08-05,2024-08-06,2024-08-07,0.0,
Closed,LABS,PT UBC Medical Indonesia Tbk,Healthcare,Healthcare Equipment,Pengembangan,102.0,0.3431372549019608,0.34306569343065696,0.06521739130434782,-0.1326530612244898,0.058823529411764705,-0.044444444444444446,0.0,0.3627450980392157,Distributor Alat Kesehatan,"Kawasan Industri Pulogadung, Jl, Rawagelam V, Blok L, No Kav 11-13, Kel, Jatinegara Kec, Cakung Jakarta Timur, Jakarta","https://www,ubcindonesia,com",700000000,17.72,YJ - LOTUS ANDALAN SEKURITAS,YJ,2024-06-19,2024-06-26,100,105,2024-07-02,2024-07-08,2024-07-08,2024-07-09,2024-07-10,0.0,
Closed,GOLF,PT Intra GolfLink Resorts Tbk,Consumer Cyclicals,Recreational & Sports Facilities,Utama,200.0,0.35,0.007407407407407408,-0.11764705882352941,0.0,-0.041666666666666664,-0.05217391304347826,0.027522935779816515,0.12,"Bergerak Dalam Bidang Jasa Konsultasi Manajemen dan Pengelolaan Lapangan Golf, Pengembangan Properti","Desa Kadumanggu, Kecamatan Madang Bogor 16810 – Jawa Barat","https://www,golflinkresorts,co,id/id",1950000000,10.01,IF - SAMUEL SEKURITAS INDONESIA,"IF,CP,LG,MG",2024-06-20,2024-06-25,200,230,2024-07-02,2024-07-04,2024-07-04,2024-07-05,2024-07-08,0.0,
Closed,GUNA,"PT, Gunanusa Eramandiri Tbk,",Consumer Non-Cyclicals,Processed Foods,Pengembangan,150.0,0.3466666666666667,0.24752475247524752,0.24603174603174602,-0.050955414012738856,-0.020134228187919462,0.0547945205479452,-0.03896103896103896,0.9333333333333333,"Industri makanan dari kedele dan kacang-kacangan lainnya bukan kecap, tempe dan tahu","Kawasan Industri BIIE Hyundai Jl, Inti I Kav, 3 No, 3 Kelurahan Cibatu, Kecamatan Cikarang Selatan, Kabupaten Bekasi, Provinsi Jawa Barat 17550","https://www,gunanusaeramandiri,com",500000000,20.0,"GR - PANIN SEKURITAS TBK,",GR,2024-06-20,2024-06-26,100,150,2024-07-02,2024-07-05,2024-07-05,2024-07-08,2024-07-09,0.0,
Closed,BLES,PT Superior Prima Sukses Tbk,Basic Materials,Construction Materials,Utama,183.0,0.3442622950819672,0.24390243902439024,-0.10457516339869281,0.0072992700729927005,-0.06521739130434782,-0.03875968992248062,0.024193548387096774,-0.1092896174863388,Industri Bata Ringan dan Semen Mortar,,"https://superiorprimasukses,com",1313824000,15.0,YJ - LOTUS ANDALAN SEKURITAS,YJ,2024-06-11,2024-06-20,175,185,2024-07-01,2024-07-04,2024-07-04,2024-07-05,2024-07-08,0.0,
Closed,ISEA,PT Indo American Seafoods Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,250.0,0.248,0.02564102564102564,0.1875,0.23157894736842105,-0.24786324786324787,0.005681818181818182,0.06779661016949153,-0.604,"Industri Pembekuan Biota Air Lainnya, Industri Makanan dan Masakan Olahan, Industri Berbasis Daging","Jl, Ir, Sutami KM 13, Desa Sukanegara, Kecamatan Tanjung Bintang, Kabupaten Lampung Selatan, Provinsi Lampung, Indonesia – 35361,","https://www,indoamericanseafoods,com/",290000000,20.86,CP - KB VALBURY SEKURITAS,CP,2024-06-14,2024-06-24,220,250,2024-07-01,2024-07-04,2024-07-04,2024-07-05,2024-07-08,0.5,226.0
Closed,PART,PT Cipta Perdana Lancar Tbk,Consumer Cyclicals,Auto Parts & Equipment,Pengembangan,105.0,0.24761904761904763,-0.16030534351145037,0.05454545454545454,0.05172413793103448,0.05737704918032787,-0.007751937984496124,0.0390625,0.20952380952380953,"Perseroan bergerak di bidang Manufaktur Komponen Suku Cadang Otomotif, Elektronik dan Sanitasi","Jl, Prabu Siliwangi KM 0,5 Keroncong, Kec, Jatiuwung, Kota Tangerang Banten 15134","https://www,ciptaperdanalancar,com",680000000,25.0,EP - MNC SEKURITAS,"EP,AO,CP",2024-06-14,2024-06-24,100,105,2024-07-01,2024-07-03,2024-07-03,2024-07-04,2024-07-05,1.0,110.0
